x,y,z
59.08488707709908,-1.0789182421241383,8.005839759811842
99.70096875356434,-2.0336355481196358,3.8204408134804955
39.5235732619365,2.323306891985112,5.458349602377178
91.23983783373069,-1.09112741094101,5.14897829155176
74.94967345999775,1.6478661054712944,5.770104065707988
93.20822790231892,2.4516427018817772,3.0605428782469097
9.120582708968561,-0.40332746096861394,5.497861115686264
40.0674345551585,-0.5282628799313716,8.38057163204659
75.79263009609161,0.8140120717030896,6.515917319737503
7.845706359006632,-2.4976549294095465,2.9863388539267803
17.082951236958422,2.176826392335216,4.088497095009659
80.6563238531513,1.652292134070894,5.220568001215258
30.958883211362973,2.165831921416996,5.17593980767888
71.40518778776631,-0.6860553485581828,7.060191844458212
53.82117418403822,-2.9381469101114437,1.7614026377118388
48.042879269821924,2.092832201016896,6.396312536247325
96.99714132409109,1.044622399866129,4.856136013646354
8.845507008987052,2.5238270936996035,2.9619885671715203
35.94015540148595,-2.339009971954178,5.066500097241863
81.80981781207895,-0.11334981853709847,6.1395966393631145
77.5725538337629,0.12294501829181881,6.556782329224458
84.95443111320901,1.5813821197603994,4.98563812775476
23.799780647843647,0.2889100819695516,6.6598944957348465
54.081218667838996,-1.2175998888713702,8.20151185524004
32.44741039810016,-1.445533346361311,6.794318881628801
88.48408911862624,-2.882551618197067,1.5729762406214491
55.10230725249825,2.202361257039289,6.042799438283563
54.810531353785485,0.42276620168169554,8.833260371626427
25.583204035041483,-2.6793833832982887,3.037071822380432
62.6537593092631,-0.4057550936408658,8.198547268645047
39.415191859417874,-2.7319276960524443,3.4629025487756016
80.61698693443643,0.07171821949890411,6.1745389160058535
29.92176928461513,-2.3531504933452476,4.596203522067245
50.45448049133494,-2.468367327376278,5.1599115186832725
64.8510319841665,-1.4831320165288733,7.010896117321913
72.88763250003655,1.5007974908227046,6.113810898082441
18.192633683728864,-0.7751770246218572,5.960338154791026
58.970850894316214,0.683211106365631,8.429392826518987
60.184183681410076,-1.7120353589933386,6.912958007910236
35.78116945861096,-1.524021499529568,6.992158369484975
91.75135869938735,-1.7014081223389346,4.481387043962542
13.545208188711344,-0.8639672110201149,5.54513667347368
95.38849691198172,1.1891346513591667,4.84081107797493
25.689386914987967,1.9916503960950767,5.164236142287829
9.45609336933435,-0.5817609221996305,5.525275643448096
58.45526524945186,2.2100146309976516,5.8315275837963405
58.15289791128902,-1.6350396497025057,7.352866575340433
1.0681917833433308,2.092549430688975,3.643769824095952
6.986080339010748,1.8405624992620364,4.37093365165093
38.95451473149972,-1.4382067743554054,7.405480502559699
19.254543268797864,-1.8931638539159354,4.878311937007199
29.777884243557075,0.1824236330421014,7.315741517043275
97.87888919273908,1.474722060942117,4.542742053378849
21.98570701199216,2.014303432134568,4.774861909607607
94.24152590100147,1.5003419345924973,4.626545726210197
29.835674582432535,-2.7737670951146565,2.7757172484788244
63.25786763218473,2.01565086101521,6.141713310660044
0.9553118523275228,2.175833182997403,3.5619352805050126
83.66044899417894,-1.2833079182259834,5.449161597312964
59.711215802026665,-1.1883059720809788,7.772802969532325
18.783770435557912,0.11630755946267302,6.098618918378618
97.08133289032469,-1.3664592168321779,4.652859466062512
39.68856791513762,0.5323197051454924,8.29914231067748
79.98754240767462,-2.155259771464956,4.325975134382738
66.58644524520997,-0.2929719844173837,7.799136987088875
17.903133750596687,-2.9744179122551273,0.8090878406460154
38.501424007221566,-0.2698717075233641,8.468773739235605
87.6656044192393,-2.5624982335616986,2.8861285018211382
12.074212771290703,-1.5941851773312752,4.782507334764676
80.61717048811856,-2.1739298509588316,4.254475069225775
5.518902516437607,0.6721983172390331,5.296016516555894
80.00705360448772,-0.6677758865275196,6.090828821208871
10.927160022044147,-2.924125885157385,1.2125769733395426
81.09268954410629,-2.574834891918278,3.0859403287727467
99.39261719698963,2.02849446902162,3.9050467250590466
19.354929107715947,-1.4139501221081634,5.492045469234744
62.38209221638071,1.9208712887539674,6.307985694881197
36.68011383367343,2.0708602216795686,5.964801855560466
95.85420502323748,0.22435100046115242,5.248626510003202
6.265662695647379,1.0714579102407464,4.975463737956541
10.451925529929007,-0.5710142326603993,5.440891986655615
13.603145582656284,-0.06682552003634523,5.8026834711096384
75.56873629813525,1.4234340396110934,6.003442648293136
72.17913270722049,1.8967671211690096,5.460293179354832
20.927360470194976,1.710030879189591,5.167393366702286
2.6058441615601224,-2.861033523522412,1.5957876141278373
41.54368610874914,0.582471923275198,8.487740907225309
59.71131426737355,0.5795602683609546,8.433859823917519
52.250626543281854,-0.3067458756718202,8.974584293265034
47.64202966257326,0.4788643901298668,8.867055167795396
17.96347330313178,2.5923258312200312,3.120356822356248
27.954319997537702,0.8918122465244194,6.854746506565311
43.81431872734225,-1.1959467712291838,8.059288038817051
69.02427133328246,-0.2949582386666192,7.613562100834069
43.55086930851873,0.7377560056567916,8.572407799131254
91.12453791559177,0.10548085282804465,5.364791265900744
97.33068745352627,0.6092575098256612,5.0929041705637
60.221726703961075,2.7061428756580357,3.639006321508369
46.91313533633183,1.7154913116563808,7.317682432402928
23.558685999790406,2.891011764510484,1.821411718769078
19.280478671225097,2.7569420661274977,2.3895274474774855
18.535675581212484,2.0056445425068254,4.652918434539059
76.43013499348207,-1.0265774876575113,6.206417431090129
92.23414023919008,0.8419542220740608,5.198401208980158
21.699910000325108,-1.3274059409443448,5.809915758292164
35.15115213943537,1.8034005095657797,6.479793479864243
79.64771382372304,1.3202467479190867,5.678803588804568
82.90760310345601,2.2651883702552675,3.975342836225216
92.64600274503849,2.3734144970212956,3.3451770366933276
96.41048051228333,-2.770374770688328,1.9549840962865264
59.921621320353914,-2.9853102435294763,0.7350743462156912
12.54164644414274,-1.3593456440690745,5.021822876021078
3.8625531724626128,0.5537840465384827,5.157353651507644
52.94347560460619,0.2772041454814289,8.872479455853094
73.2150658946518,0.3352353805098085,6.971488952106673
82.51596579405897,-0.5875630721636576,5.862940036142649
52.23261860587094,-1.0006114853831443,8.448407230148696
68.51263227003048,0.7715698601879124,7.382236088697161
43.31200068257235,-1.284275870990632,7.892546478375697
29.386633390529905,-2.658557460072551,3.3168380634217325
27.356078746105705,-0.8486240901212856,6.784276775401095
