blast_id,time_s,amplitude,quality
0,0.0,-0.023869249490088958,Good
0,0.001,-0.0035263288890441374,Good
0,0.002,-0.024586436889129606,Good
0,0.003,-0.05138617699165715,Good
0,0.004,-0.21534786629577135,Good
0,0.005,-0.01076344580469298,Good
0,0.006,-0.03382159668618609,Good
0,0.007,-0.1522260790187823,Good
0,0.008,0.014166699734257694,Good
0,0.009,0.09283250027522455,Good
0,0.01,0.1171316220450118,Good
0,0.011,-0.07194098894969336,Good
0,0.012,-0.0750189940345355,Good
0,0.013,-0.018431360519338424,Good
0,0.014,-0.04032953424135019,Good
0,0.015,0.04611176092875419,Good
0,0.016,0.17058237719455727,Good
0,0.017,-0.02739130646933397,Good
0,0.018,0.0070756471819498085,Good
0,0.019,-0.1359365842279587,Good
0,0.02,-0.14639591671659685,Good
0,0.021,0.08582782098549745,Good
0,0.022,-0.17348431425367256,Good
0,0.023,-0.09548734293444539,Good
0,0.024,-0.08972918127615542,Good
0,0.025,0.061746814019102016,Good
0,0.026,0.0815110236535263,Good
0,0.027,0.10831870692754482,Good
0,0.028,-0.11419802822440657,Good
0,0.029,-0.059471137316253544,Good
0,0.03,0.027422112183395044,Good
0,0.031,0.022971758856620457,Good
0,0.032,0.058957416655147234,Good
0,0.033,0.010064869951609571,Good
0,0.034,-0.033249843262059785,Good
0,0.035,-0.06934359113542335,Good
0,0.036,0.07277426824424708,Good
0,0.037,0.10979669409781859,Good
0,0.038,0.0020205817791687105,Good
0,0.039,-0.13733819269763423,Good
0,0.04,-0.044049035929877176,Good
0,0.041,0.0686416559317843,Good
0,0.042,-0.060830708570619396,Good
0,0.043,-0.07900813980278283,Good
0,0.044,0.14977850595940706,Good
0,0.045,-0.18247804536411233,Good
0,0.046,0.03880230391968186,Good
0,0.047,-0.1986901468532195,Good
0,0.048,0.00231418300330953,Good
0,0.049,0.0012423404848119755,Good
0,0.05,-0.032858895342784834,Good
0,0.051,-0.05065679861073429,Good
0,0.052,0.024181038602562707,Good
0,0.053,-0.031108026271823352,Good
0,0.054,-0.2245697391857016,Good
0,0.055,-0.05457356585616327,Good
0,0.056,-0.08166511518901053,Good
0,0.057,-0.01687653042331928,Good
0,0.058,-0.03147074842735697,Good
0,0.059,-0.11096739768444186,Good
0,0.06,-0.1337346074636543,Good
0,0.061,0.07368446213711725,Good
0,0.062,0.14615589221986022,Good
0,0.063,-0.07313020261200653,Good
0,0.064,0.06912005097417813,Good
0,0.065,-0.11843813887086296,Good
0,0.066,-0.03099831411056325,Good
0,0.067,-0.1128587985051468,Good
0,0.068,0.17664641200158854,Good
0,0.069,0.08200549040733945,Good
0,0.07,-0.20301953486458135,Good
0,0.071,-0.0953079138111423,Good
0,0.072,0.017016856578285548,Good
0,0.073,-0.19087062114804804,Good
0,0.074,0.04617788063043216,Good
0,0.075,0.0963478526230065,Good
0,0.076,-0.009145287796786685,Good
0,0.077,0.201422543669718,Good
0,0.078,0.03953558197575161,Good
0,0.079,0.04666645635054728,Good
0,0.08,-0.08903235936243559,Good
0,0.081,0.08149941727496995,Good
0,0.082,0.07437425219765531,Good
0,0.083,-0.09150113289995479,Good
0,0.084,0.0067129186267121796,Good
0,0.085,0.07819971105334138,Good
0,0.086,0.06903457157031555,Good
0,0.087,-0.028803747578102775,Good
0,0.088,0.040630322371361924,Good
0,0.089,0.06133765709224977,Good
0,0.09,-0.038510924147986875,Good
0,0.091,0.039501362720989724,Good
0,0.092,-0.03819935359179403,Good
0,0.093,-0.13373204326095897,Good
0,0.094,-0.14133879421315013,Good
0,0.095,-0.09109502210539337,Good
0,0.096,-0.09861339452821881,Good
0,0.097,-0.11236746575231492,Good
0,0.098,0.13615114102099002,Good
0,0.099,0.001633206433918084,Good
0,0.1,0.0035691430295076176,Good
0,0.101,-0.10570322196121583,Good
0,0.102,0.024178599354773903,Good
0,0.103,-0.08158413161936882,Good
0,0.104,0.08988936126968435,Good
0,0.105,-0.08083518992547557,Good
0,0.106,-0.008484473697290168,Good
0,0.107,-0.22303884010635727,Good
0,0.108,-0.08396719175914662,Good
0,0.109,-0.07276797273385244,Good
0,0.11,0.023802528684099294,Good
0,0.111,-0.058207183470879734,Good
0,0.112,0.04835158441528409,Good
0,0.113,-0.01919983371822962,Good
0,0.114,-0.060196453812327036,Good
0,0.115,0.031417619083564476,Good
0,0.116,0.2247294006926071,Good
0,0.117,-0.11204890296045618,Good
0,0.118,0.1418568528895807,Good
0,0.119,0.06217402022972496,Good
0,0.12,-0.051219737355261065,Good
0,0.121,0.12028249091947346,Good
0,0.122,0.02134522095255604,Good
0,0.123,0.1309638959048358,Good
0,0.124,0.0028152644403345514,Good
0,0.125,-0.04765818804237404,Good
0,0.126,-0.21875930776628688,Good
0,0.127,-0.17754289967707723,Good
0,0.128,-0.08904924905425597,Good
0,0.129,-0.061013208218039655,Good
0,0.13,0.10141690312336477,Good
0,0.131,-0.06602874031995133,Good
0,0.132,0.0255485969724389,Good
0,0.133,0.03919423866723619,Good
0,0.134,0.011065748620492442,Good
0,0.135,-0.13850870764273057,Good
0,0.136,-0.10596494730679146,Good
0,0.137,-0.07937259350386443,Good
0,0.138,-0.34215411461404066,Good
0,0.139,-0.13270731946862668,Good
0,0.14,-0.1360182009897828,Good
0,0.141,-0.21907589668968985,Good
0,0.142,-0.02332496473596407,Good
0,0.143,-0.17604869166999274,Good
0,0.144,-0.12010496336027243,Good
0,0.145,-0.0949475994185277,Good
0,0.146,-0.18636249141829928,Good
0,0.147,-0.1399610732461811,Good
0,0.148,-0.274096442866691,Good
0,0.149,-0.14613620680614636,Good
0,0.15,-0.3124178746899563,Good
0,0.151,-0.3446277573065462,Good
0,0.152,-0.013685473642293833,Good
0,0.153,-0.2740911892478451,Good
0,0.154,-0.4084442584369749,Good
0,0.155,-0.43057393129068655,Good
0,0.156,-0.4943508595357262,Good
0,0.157,-0.5328861248200697,Good
0,0.158,-0.5282231676166254,Good
0,0.159,-0.5745142795160495,Good
0,0.16,-0.3796187716683279,Good
0,0.161,-0.43249275566156575,Good
0,0.162,-0.48083452945635896,Good
0,0.163,-0.5037969982985839,Good
0,0.164,-0.5121880233848186,Good
0,0.165,-0.6424256061706516,Good
0,0.166,-0.69942984528121,Good
0,0.167,-0.825289031280464,Good
0,0.168,-0.8253290792678792,Good
0,0.169,-0.9892940427823687,Good
0,0.17,-1.0932810796011845,Good
0,0.171,-0.8979389535828228,Good
0,0.172,-0.8513499815968602,Good
0,0.173,-1.1164875913792958,Good
0,0.174,-1.241515623903266,Good
0,0.175,-0.9335146379860345,Good
0,0.176,-1.19562284165991,Good
0,0.177,-1.3113148934022487,Good
0,0.178,-1.229478335445744,Good
0,0.179,-1.3391607747672407,Good
0,0.18,-1.4542602487866017,Good
0,0.181,-1.571604480929758,Good
0,0.182,-1.5320970243090115,Good
0,0.183,-1.4417890167988099,Good
0,0.184,-1.5993518977028032,Good
0,0.185,-1.7056769148234807,Good
0,0.186,-1.9310878472444215,Good
0,0.187,-1.7798626126413744,Good
0,0.188,-2.0169070324228704,Good
0,0.189,-1.7938347375766235,Good
0,0.19,-2.0400221385009822,Good
0,0.191,-2.0697294500983374,Good
0,0.192,-2.157687368571119,Good
0,0.193,-2.1740235274996538,Good
